write_read_fraction,num_key,data_size,write_average,read_average,ninety_five_write,ninety_five_read,total_time
0.3000,8.0000,1024.0000,1631.7975,1645.0256,1297.5000,1306.5000,16434797.0000
0.3000,8.0000,2048.0000,1777.6686,1841.3610,1363.0000,1358.0000,18051410.0000
0.3000,8.0000,4096.0000,1801.9625,1855.4769,1365.0000,1410.5000,18265362.0000
0.3000,16.0000,32.0000,1673.4409,1761.9740,1267.0000,1322.5000,17073451.0000
0.3000,16.0000,64.0000,1630.5275,1655.9050,1261.5000,1304.5000,16454172.0000
0.3000,16.0000,128.0000,1610.4687,1614.9568,1280.0000,1284.5000,16191599.0000
0.3000,16.0000,256.0000,1602.9132,1650.4690,1286.0000,1303.5000,16245387.0000
0.3000,16.0000,512.0000,1614.4288,1638.0151,1288.5000,1319.5000,16283753.0000
0.3000,16.0000,1024.0000,1646.9077,1643.5384,1295.5000,1323.0000,16533871.0000
0.3000,16.0000,2048.0000,1666.3458,1692.8972,1336.5000,1363.0000,16827508.0000
0.3000,16.0000,4096.0000,1714.4987,1777.6505,1360.5000,1382.5000,17414637.0000
0.3000,32.0000,32.0000,1565.3160,1585.5297,1250.5000,1261.5000,15784866.0000
0.3000,32.0000,64.0000,1599.5216,1661.7203,1261.0000,1244.5000,16255884.0000
0.3000,32.0000,128.0000,1579.0082,1598.8758,1236.0000,1201.5000,15919852.0000
0.3000,32.0000,256.0000,1503.5031,1524.6674,1224.0000,1234.5000,15171450.0000
0.3000,32.0000,512.0000,1496.3976,1535.9616,1233.5000,1243.0000,15157645.0000
0.3000,32.0000,1024.0000,1512.7642,1526.2672,1252.0000,1220.5000,15242883.0000
0.3000,32.0000,2048.0000,1680.4846,1735.2582,1303.5000,1323.0000,17050376.0000
0.3000,32.0000,4096.0000,1583.6690,1617.5669,1298.5000,1325.0000,16020457.0000
0.5000,2.0000,32.0000,1487.1000,1489.3105,1201.5000,1190.5000,14962798.0000
0.5000,2.0000,64.0000,1541.5658,1583.7427,1201.5000,1220.5000,15705208.0000
0.5000,2.0000,128.0000,1516.3844,1545.3315,1205.5000,1221.5000,15384607.0000
0.5000,2.0000,256.0000,1596.6291,1653.3283,1235.0000,1236.5000,16324572.0000
0.5000,2.0000,512.0000,1530.7774,1525.8652,1239.0000,1221.5000,15361250.0000
