write_read_fraction,num_key,data_size,write_average,read_average,ninety_five_write,ninety_five_read,total_time
0.3000,8.0000,1024.0000,1791.3072,1815.6460,1389.0000,1383.0000,18074194.0000
0.3000,8.0000,2048.0000,1833.9750,1894.2153,1420.5000,1451.5000,18612432.0000
0.3000,8.0000,4096.0000,1924.3134,2004.6045,1503.5000,1495.5000,19582811.0000
0.3000,16.0000,32.0000,1701.9741,1719.4812,1334.5000,1267.0000,17155647.0000
0.3000,16.0000,64.0000,1686.6268,1699.7849,1299.5000,1303.5000,16985947.0000
0.3000,16.0000,128.0000,1683.4038,1702.1748,1346.5000,1292.0000,16974148.0000
0.3000,16.0000,256.0000,1701.9835,1759.8246,1358.0000,1351.5000,17272118.0000
0.3000,16.0000,512.0000,1775.9471,1802.0874,1354.5000,1392.5000,17921868.0000
0.3000,16.0000,1024.0000,1767.1274,1785.3468,1368.0000,1404.0000,17814069.0000
0.3000,16.0000,2048.0000,1786.8177,1805.6308,1428.0000,1413.5000,18019462.0000
0.3000,16.0000,4096.0000,1843.6453,1877.9198,1461.5000,1431.5000,18630900.0000
0.3000,32.0000,32.0000,1657.5466,1676.8515,1328.5000,1302.0000,16716330.0000
0.3000,32.0000,64.0000,1725.9115,1758.0740,1342.0000,1365.5000,17439829.0000
0.3000,32.0000,128.0000,1713.6918,1704.0285,1351.0000,1375.0000,17194710.0000
0.3000,32.0000,256.0000,1768.2396,1757.7268,1381.5000,1335.5000,17735191.0000
0.3000,32.0000,512.0000,1712.8823,1732.7933,1349.0000,1369.0000,17270744.0000
0.3000,32.0000,1024.0000,1725.5684,1743.5615,1365.5000,1363.0000,17391890.0000
0.3000,32.0000,2048.0000,1858.6016,1906.9718,1416.5000,1434.0000,18819014.0000
0.3000,32.0000,4096.0000,1877.9617,1915.1322,1464.0000,1496.0000,18986243.0000
0.5000,2.0000,32.0000,1771.1742,1782.3260,1379.0000,1360.0000,17852321.0000
0.5000,2.0000,64.0000,1697.2082,1709.4237,1315.5000,1321.5000,17116375.0000
0.5000,2.0000,128.0000,1696.8408,1711.8849,1347.5000,1332.5000,17130794.0000
0.5000,2.0000,256.0000,1742.0553,1779.6470,1343.0000,1346.0000,17694202.0000
